name;version OLD;version NEW;URL к репозиторию;alternative;dependency;комментарий
color-name;1.1.4;1.1.4;https://www.npmjs.com/package/color-name;npm install color-name@1.1.4;color-convert;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
colorette;2.0.20;2.0.20;https://www.npmjs.com/package/colorette;npm install colorette@2.0.20;webpack-dev-middleware, webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
commander;11.1.0;11.1.0;https://www.npmjs.com/package/commander;npm install commander@11.1.0;@module-federation/cli, terser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
compressible;2.0.18;2.0.18;https://www.npmjs.com/package/compressible;npm install compressible@2.0.18;compression;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
compression;1.8.1;1.8.1;https://www.npmjs.com/package/compression;npm install compression@1.8.1;webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
connect-history-api-fallback;2.0.0;2.0.0;https://www.npmjs.com/package/connect-history-api-fallback;npm install connect-history-api-fallback@2.0.0;webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
content-disposition;1.1.0;1.1.0;https://www.npmjs.com/package/content-disposition;npm install content-disposition@1.1.0;express;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
content-type;1.0.5;1.0.5;https://www.npmjs.com/package/content-type;npm install content-type@1.0.5;@modelcontextprotocol/sdk, body-parser, express, negotiator, type-is;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
convert-source-map;1.9.0;1.9.0;https://www.npmjs.com/package/convert-source-map;npm install convert-source-map@1.9.0;@angular/compiler-cli, @babel/core, @jest/source-map, @jest/transform, resolve-url-loader, v8-to-istanbul;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
cookie;0.7.2;0.7.2;https://www.npmjs.com/package/cookie;npm install cookie@0.7.2;express;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
cookie-signature;1.2.2;1.2.2;https://www.npmjs.com/package/cookie-signature;npm install cookie-signature@1.2.2;express;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
copy-anything;3.0.5;3.0.5;https://www.npmjs.com/package/copy-anything;npm install copy-anything@3.0.5;less;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
copy-webpack-plugin;14.0.0;14.0.0;https://www.npmjs.com/package/copy-webpack-plugin;npm install copy-webpack-plugin@14.0.0;@angular-devkit/build-angular;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
core-js-compat;3.50.0;3.50.0;https://www.npmjs.com/package/core-js-compat;npm install core-js-compat@3.50.0;@babel/preset-env, babel-plugin-polyfill-corejs3;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
core-util-is;1.0.3;1.0.3;https://www.npmjs.com/package/core-util-is;npm install core-util-is@1.0.3;readable-stream;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
cors;2.8.6;2.8.6;https://www.npmjs.com/package/cors;npm install cors@2.8.6;@modelcontextprotocol/sdk;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
cosmiconfig;9.0.2;9.0.2;https://www.npmjs.com/package/cosmiconfig;npm install cosmiconfig@9.0.2;postcss-loader;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
cross-spawn;7.0.6;7.0.6;https://www.npmjs.com/package/cross-spawn;npm install cross-spawn@7.0.6;@modelcontextprotocol/sdk, eslint, execa, foreground-child;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
css-loader;7.1.4;7.1.4;https://www.npmjs.com/package/css-loader;npm install css-loader@7.1.4;@angular-devkit/build-angular;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
css-select;6.0.0;6.0.0;https://www.npmjs.com/package/css-select;npm install css-select@6.0.0;beasties;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
css-tree;3.2.1;3.2.1;https://www.npmjs.com/package/css-tree;npm install css-tree@3.2.1;@asamuzakjp/dom-selector, @bramus/specificity, jsdom;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
css-what;7.0.0;7.0.0;https://www.npmjs.com/package/css-what;npm install css-what@7.0.0;beasties, css-select;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
cssesc;3.0.0;3.0.0;https://www.npmjs.com/package/cssesc;npm install cssesc@3.0.0;postcss-selector-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
cssstyle;4.6.0;4.6.0;https://www.npmjs.com/package/cssstyle;npm install cssstyle@4.6.0;jsdom;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
data-uri-to-buffer;4.0.1;4.0.1;https://www.npmjs.com/package/data-uri-to-buffer;npm install data-uri-to-buffer@4.0.1;node-fetch;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
data-urls;7.0.0;7.0.0;https://www.npmjs.com/package/data-urls;npm install data-urls@7.0.0;jsdom;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
debug;4.4.3;4.4.3;https://www.npmjs.com/package/debug;npm install debug@4.4.3;@babel/core, @babel/traverse, @eslint/config-array, @typescript-eslint/parser, @typescript-eslint/project-service, @typescript-eslint/type-utils, @typescript-eslint/typescript-estree, body-parser, compression, eslint, express, express-rate-limit, finalhandler, http-proxy-agent, http-proxy-middleware, https-proxy-agent, istanbul-lib-source-maps, needle, router, send, serve-index, spdy, spdy-transport, stream-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
decimal.js;10.6.0;10.6.0;https://www.npmjs.com/package/decimal.js;npm install decimal.js@10.6.0;jsdom;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
dedent;1.7.2;1.7.2;https://www.npmjs.com/package/dedent;npm install dedent@1.7.2;jest-circus;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
deep-is;0.1.4;0.1.4;https://www.npmjs.com/package/deep-is;npm install deep-is@0.1.4;optionator;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
deepmerge;4.3.1;4.3.1;https://www.npmjs.com/package/deepmerge;npm install deepmerge@4.3.1;jest-config;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
default-browser;5.5.1;5.5.1;https://www.npmjs.com/package/default-browser;npm install default-browser@5.5.1;open;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
default-browser-id;5.0.1;5.0.1;https://www.npmjs.com/package/default-browser-id;npm install default-browser-id@5.0.1;default-browser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
define-lazy-prop;3.0.0;3.0.0;https://www.npmjs.com/package/define-lazy-prop;npm install define-lazy-prop@3.0.0;open;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
depd;2.0.0;2.0.0;https://www.npmjs.com/package/depd;npm install depd@2.0.0;body-parser, express, http-errors, router, send;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
destroy;1.2.0;1.2.0;https://www.npmjs.com/package/destroy;npm install destroy@1.2.0;body-parser, send;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
detect-libc;1.0.3;1.0.3;https://www.npmjs.com/package/detect-libc;npm install detect-libc@1.0.3;@parcel/source-map, @parcel/watcher, lightningcss, node-gyp-build-optional-packages;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
detect-newline;3.1.0;3.1.0;https://www.npmjs.com/package/detect-newline;npm install detect-newline@3.1.0;jest-docblock;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
detect-node;2.1.0;2.1.0;https://www.npmjs.com/package/detect-node;npm install detect-node@2.1.0;spdy-transport;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
dns-packet;5.6.1;5.6.1;https://www.npmjs.com/package/dns-packet;npm install dns-packet@5.6.1;multicast-dns;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
dom-serializer;2.0.0;2.0.0;https://www.npmjs.com/package/dom-serializer;npm install dom-serializer@2.0.0;beasties, domutils;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
domelementtype;2.3.0;2.3.0;https://www.npmjs.com/package/domelementtype;npm install domelementtype@2.3.0;dom-serializer, domhandler, domutils, htmlparser2;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
domhandler;5.0.3;5.0.3;https://www.npmjs.com/package/domhandler;npm install domhandler@5.0.3;beasties, css-select, dom-serializer, domutils, htmlparser2;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
domutils;3.2.2;3.2.2;https://www.npmjs.com/package/domutils;npm install domutils@3.2.2;css-select, htmlparser2;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
dunder-proto;1.0.1;1.0.1;https://www.npmjs.com/package/dunder-proto;npm install dunder-proto@1.0.1;get-proto;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
eastasianwidth;0.2.0;0.2.0;https://www.npmjs.com/package/eastasianwidth;npm install eastasianwidth@0.2.0;string-width;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
ee-first;1.1.1;1.1.1;https://www.npmjs.com/package/ee-first;npm install ee-first@1.1.1;on-finished;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
electron-to-chromium;1.5.427;1.5.427;https://www.npmjs.com/package/electron-to-chromium;npm install electron-to-chromium@1.5.427;browserslist;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
emittery;0.13.1;0.13.1;https://www.npmjs.com/package/emittery;npm install emittery@0.13.1;jest-runner, jest-watcher;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
emoji-regex;10.6.0;10.6.0;https://www.npmjs.com/package/emoji-regex;npm install emoji-regex@10.6.0;string-width, string-width-cjs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
emojis-list;3.0.0;3.0.0;https://www.npmjs.com/package/emojis-list;npm install emojis-list@3.0.0;loader-utils;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
empathic;2.0.1;2.0.1;https://www.npmjs.com/package/empathic;npm install empathic@2.0.1;@babel/core;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
encodeurl;2.0.0;2.0.0;https://www.npmjs.com/package/encodeurl;npm install encodeurl@2.0.0;express, finalhandler, send, serve-static;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
enhanced-resolve;5.24.5;5.24.5;https://www.npmjs.com/package/enhanced-resolve;npm install enhanced-resolve@5.24.5;webpack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
entities;4.5.0;4.5.0;https://www.npmjs.com/package/entities;npm install entities@4.5.0;dom-serializer, htmlparser2, parse5, parse5-html-rewriting-stream;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
env-paths;2.2.1;2.2.1;https://www.npmjs.com/package/env-paths;npm install env-paths@2.2.1;cosmiconfig;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
environment;1.1.0;1.1.0;https://www.npmjs.com/package/environment;npm install environment@1.1.0;ansi-escapes;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
errno;0.1.8;0.1.8;https://www.npmjs.com/package/errno;npm install errno@0.1.8;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
error-ex;1.3.4;1.3.4;https://www.npmjs.com/package/error-ex;npm install error-ex@1.3.4;parse-json;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
es-define-property;1.0.1;1.0.1;https://www.npmjs.com/package/es-define-property;npm install es-define-property@1.0.1;get-intrinsic, qs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
es-errors;1.3.0;1.3.0;https://www.npmjs.com/package/es-errors;npm install es-errors@1.3.0;call-bind-apply-helpers, dunder-proto, es-object-atoms, get-intrinsic, side-channel, side-channel-list, side-channel-map, side-channel-weakmap;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
es-module-lexer;1.7.0;1.7.0;https://www.npmjs.com/package/es-module-lexer;npm install es-module-lexer@1.7.0;@chialab/estransform, jest-runtime, webpack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
es-object-atoms;1.1.2;1.1.2;https://www.npmjs.com/package/es-object-atoms;npm install es-object-atoms@1.1.2;get-intrinsic, get-proto;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
esbuild;0.28.2;0.28.2;https://www.npmjs.com/package/esbuild;npm install esbuild@0.28.2;@angular-architects/native-federation, @angular/build, @softarc/native-federation;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
esbuild-wasm;0.28.2;0.28.2;https://www.npmjs.com/package/esbuild-wasm;npm install esbuild-wasm@0.28.2;@angular-devkit/build-angular, jest-preset-angular;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
escalade;3.2.0;3.2.0;https://www.npmjs.com/package/escalade;npm install escalade@3.2.0;update-browserslist-db, yargs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
escape-html;1.0.3;1.0.3;https://www.npmjs.com/package/escape-html;npm install escape-html@1.0.3;express, finalhandler, send, serve-index, serve-static;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
escape-string-regexp;4.0.0;4.0.0;https://www.npmjs.com/package/escape-string-regexp;npm install escape-string-regexp@4.0.0;eslint, stack-utils;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
eslint-scope;9.1.2;9.1.2;https://www.npmjs.com/package/eslint-scope;npm install eslint-scope@9.1.2;@angular-eslint/template-parser, eslint, webpack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
eslint-visitor-keys;3.4.3;3.4.3;https://www.npmjs.com/package/eslint-visitor-keys;npm install eslint-visitor-keys@3.4.3;@eslint-community/eslint-utils, @typescript-eslint/visitor-keys, eslint, espree;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
espree;11.2.0;11.2.0;https://www.npmjs.com/package/espree;npm install espree@11.2.0;eslint;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
esprima;4.0.1;4.0.1;https://www.npmjs.com/package/esprima;npm install esprima@4.0.1;js-yaml;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
esquery;1.7.0;1.7.0;https://www.npmjs.com/package/esquery;npm install esquery@1.7.0;eslint;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
esrecurse;4.3.0;4.3.0;https://www.npmjs.com/package/esrecurse;npm install esrecurse@4.3.0;eslint-scope;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
estraverse;5.3.0;5.3.0;https://www.npmjs.com/package/estraverse;npm install estraverse@5.3.0;eslint-scope, esquery, esrecurse;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
esutils;2.0.3;2.0.3;https://www.npmjs.com/package/esutils;npm install esutils@2.0.3;@babel/preset-modules, eslint;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
etag;1.8.1;1.8.1;https://www.npmjs.com/package/etag;npm install etag@1.8.1;express, send;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
eventemitter3;4.0.7;4.0.7;https://www.npmjs.com/package/eventemitter3;npm install eventemitter3@4.0.7;http-proxy;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
events;3.3.0;3.3.0;https://www.npmjs.com/package/events;npm install events@3.3.0;webpack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
eventsource;3.0.7;3.0.7;https://www.npmjs.com/package/eventsource;npm install eventsource@3.0.7;@modelcontextprotocol/sdk;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
eventsource-parser;3.1.1;3.1.1;https://www.npmjs.com/package/eventsource-parser;npm install eventsource-parser@3.1.1;@modelcontextprotocol/sdk, eventsource;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
execa;5.1.1;5.1.1;https://www.npmjs.com/package/execa;npm install execa@5.1.1;jest-changed-files;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
exit-x;0.2.2;0.2.2;https://www.npmjs.com/package/exit-x;npm install exit-x@0.2.2;@jest/core, @jest/reporters, jest-cli, jest-runner;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
expect;30.5.1;30.5.1;https://www.npmjs.com/package/expect;npm install expect@30.5.1;@jest/expect, @types/jest, jest-snapshot;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
express;5.2.1;5.2.1;https://www.npmjs.com/package/express;npm install express@5.2.1;@modelcontextprotocol/sdk, webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
express-rate-limit;8.7.0;8.7.0;https://www.npmjs.com/package/express-rate-limit;npm install express-rate-limit@8.7.0;@modelcontextprotocol/sdk;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
fast-deep-equal;3.1.3;3.1.3;https://www.npmjs.com/package/fast-deep-equal;npm install fast-deep-equal@3.1.3;ajv, ajv-keywords, bonjour-service, eslint;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
fast-glob;3.3.3;3.3.3;https://www.npmjs.com/package/fast-glob;npm install fast-glob@3.3.3;@softarc/native-federation;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
fast-json-stable-stringify;2.1.0;2.1.0;https://www.npmjs.com/package/fast-json-stable-stringify;npm install fast-json-stable-stringify@2.1.0;@jest/core, @jest/transform, ajv, bs-logger, ts-jest;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
fast-levenshtein;2.0.6;2.0.6;https://www.npmjs.com/package/fast-levenshtein;npm install fast-levenshtein@2.0.6;optionator;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
fast-string-truncated-width;3.0.3;3.0.3;https://www.npmjs.com/package/fast-string-truncated-width;npm install fast-string-truncated-width@3.0.3;fast-string-width;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
fast-string-width;3.0.2;3.0.2;https://www.npmjs.com/package/fast-string-width;npm install fast-string-width@3.0.2;fast-wrap-ansi;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
fast-uri;3.1.7;3.1.7;https://www.npmjs.com/package/fast-uri;npm install fast-uri@3.1.7;ajv;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
fast-wrap-ansi;0.2.2;0.2.2;https://www.npmjs.com/package/fast-wrap-ansi;npm install fast-wrap-ansi@0.2.2;@inquirer/core;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
fastq;1.20.3;1.20.3;https://www.npmjs.com/package/fastq;npm install fastq@1.20.3;@nodelib/fs.walk;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
faye-websocket;0.11.4;0.11.4;https://www.npmjs.com/package/faye-websocket;npm install faye-websocket@0.11.4;sockjs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
fb-watchman;2.0.2;2.0.2;https://www.npmjs.com/package/fb-watchman;npm install fb-watchman@2.0.2;jest-haste-map;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
fdir;6.5.0;6.5.0;https://www.npmjs.com/package/fdir;npm install fdir@6.5.0;jest-haste-map, tinyglobby;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
fetch-blob;3.2.0;3.2.0;https://www.npmjs.com/package/fetch-blob;npm install fetch-blob@3.2.0;formdata-polyfill, node-fetch;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
file-entry-cache;11.1.5;11.1.5;https://www.npmjs.com/package/file-entry-cache;npm install file-entry-cache@11.1.5;eslint;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
fill-range;7.1.1;7.1.1;https://www.npmjs.com/package/fill-range;npm install fill-range@7.1.1;braces;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
finalhandler;2.1.1;2.1.1;https://www.npmjs.com/package/finalhandler;npm install finalhandler@2.1.1;express;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
find-up;5.0.0;5.0.0;https://www.npmjs.com/package/find-up;npm install find-up@5.0.0;@istanbuljs/load-nyc-config, babel-loader, eslint, pkg-dir;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
flat;5.0.2;5.0.2;https://www.npmjs.com/package/flat;npm install flat@5.0.2;webpack-merge;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
flat-cache;6.1.23;6.1.23;https://www.npmjs.com/package/flat-cache;npm install flat-cache@6.1.23;file-entry-cache;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
flatted;3.4.4;3.4.4;https://www.npmjs.com/package/flatted;npm install flatted@3.4.4;flat-cache;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
follow-redirects;1.16.0;1.16.0;https://www.npmjs.com/package/follow-redirects;npm install follow-redirects@1.16.0;http-proxy;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
foreground-child;3.3.1;3.3.1;https://www.npmjs.com/package/foreground-child;npm install foreground-child@3.3.1;glob;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
formdata-polyfill;4.0.10;4.0.10;https://www.npmjs.com/package/formdata-polyfill;npm install formdata-polyfill@4.0.10;node-fetch;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
forwarded;0.2.0;0.2.0;https://www.npmjs.com/package/forwarded;npm install forwarded@0.2.0;proxy-addr;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
fraction.js;5.3.4;5.3.4;https://www.npmjs.com/package/fraction.js;npm install fraction.js@5.3.4;autoprefixer;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
fresh;2.0.0;2.0.0;https://www.npmjs.com/package/fresh;npm install fresh@2.0.0;express, send;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
