name;version OLD;version NEW;URL к репозиторию;alternative;dependency;комментарий
@jest/console;30.5.1;30.5.1;https://www.npmjs.com/package/%40jest%2Fconsole;npm install @jest/console@30.5.1;@jest/core, @jest/reporters, @jest/test-result, jest-runner;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/core;30.5.1;30.5.1;https://www.npmjs.com/package/%40jest%2Fcore;npm install @jest/core@30.5.1;jest, jest-cli;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/diff-sequences;30.5.0;30.5.0;https://www.npmjs.com/package/%40jest%2Fdiff-sequences;npm install @jest/diff-sequences@30.5.0;jest-diff;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/environment;30.5.1;30.5.1;https://www.npmjs.com/package/%40jest%2Fenvironment;npm install @jest/environment@30.5.1;@jest/environment-jsdom-abstract, @jest/globals, jest-circus, jest-environment-jsdom, jest-environment-node, jest-runner, jest-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/environment-jsdom-abstract;30.5.1;30.5.1;https://www.npmjs.com/package/%40jest%2Fenvironment-jsdom-abstract;npm install @jest/environment-jsdom-abstract@30.5.1;jest-environment-jsdom, jest-preset-angular;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/expect;30.5.1;30.5.1;https://www.npmjs.com/package/%40jest%2Fexpect;npm install @jest/expect@30.5.1;@jest/globals, jest-circus;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/expect-utils;30.5.1;30.5.1;https://www.npmjs.com/package/%40jest%2Fexpect-utils;npm install @jest/expect-utils@30.5.1;expect, jest-mock, jest-snapshot;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/fake-timers;30.5.1;30.5.1;https://www.npmjs.com/package/%40jest%2Ffake-timers;npm install @jest/fake-timers@30.5.1;@jest/environment, @jest/environment-jsdom-abstract, jest-environment-node, jest-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/get-type;30.5.0;30.5.0;https://www.npmjs.com/package/%40jest%2Fget-type;npm install @jest/get-type@30.5.0;@jest/expect-utils, expect, jest-config, jest-diff, jest-each, jest-leak-detector, jest-matcher-utils, jest-snapshot, jest-validate;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/globals;30.5.1;30.5.1;https://www.npmjs.com/package/%40jest%2Fglobals;npm install @jest/globals@30.5.1;jest-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/pattern;30.5.0;30.5.0;https://www.npmjs.com/package/%40jest%2Fpattern;npm install @jest/pattern@30.5.0;@jest/core, @jest/types, jest-config;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/react-is-18;18.3.1;18.3.1;https://www.npmjs.com/package/%40jest%2Freact-is-18;npm install @jest/react-is-18@18.3.1;pretty-format;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/react-is-19;19.3.0;19.3.0;https://www.npmjs.com/package/%40jest%2Freact-is-19;npm install @jest/react-is-19@19.3.0;pretty-format;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/reporters;30.5.1;30.5.1;https://www.npmjs.com/package/%40jest%2Freporters;npm install @jest/reporters@30.5.1;@jest/core;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/schemas;30.5.0;30.5.0;https://www.npmjs.com/package/%40jest%2Fschemas;npm install @jest/schemas@30.5.0;@jest/types, pretty-format;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/snapshot-utils;30.5.1;30.5.1;https://www.npmjs.com/package/%40jest%2Fsnapshot-utils;npm install @jest/snapshot-utils@30.5.1;jest-snapshot;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/source-map;30.5.0;30.5.0;https://www.npmjs.com/package/%40jest%2Fsource-map;npm install @jest/source-map@30.5.0;jest-runner, jest-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/test-result;30.5.1;30.5.1;https://www.npmjs.com/package/%40jest%2Ftest-result;npm install @jest/test-result@30.5.1;@jest/core, @jest/reporters, @jest/test-sequencer, jest-circus, jest-cli, jest-runner, jest-runtime, jest-watcher;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/test-sequencer;30.5.1;30.5.1;https://www.npmjs.com/package/%40jest%2Ftest-sequencer;npm install @jest/test-sequencer@30.5.1;jest-config;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/transform;30.5.1;30.5.1;https://www.npmjs.com/package/%40jest%2Ftransform;npm install @jest/transform@30.5.1;@jest/core, @jest/reporters, babel-jest, jest-runner, jest-runtime, jest-snapshot;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/types;30.5.1;30.5.1;https://www.npmjs.com/package/%40jest%2Ftypes;npm install @jest/types@30.5.1;@jest/console, @jest/core, @jest/environment, @jest/environment-jsdom-abstract, @jest/fake-timers, @jest/globals, @jest/reporters, @jest/snapshot-utils, @jest/test-result, @jest/transform, jest, jest-circus, jest-cli, jest-config, jest-each, jest-environment-node, jest-haste-map, jest-message-util, jest-mock, jest-runner, jest-runtime, jest-snapshot, jest-util, jest-validate, jest-watcher;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jridgewell/gen-mapping;0.3.13;0.3.13;https://www.npmjs.com/package/%40jridgewell%2Fgen-mapping;npm install @jridgewell/gen-mapping@0.3.13;@ampproject/remapping, @babel/generator, @jridgewell/remapping, @jridgewell/source-map;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jridgewell/remapping;2.3.5;2.3.5;https://www.npmjs.com/package/%40jridgewell%2Fremapping;npm install @jridgewell/remapping@2.3.5;@babel/core;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jridgewell/resolve-uri;3.1.2;3.1.2;https://www.npmjs.com/package/%40jridgewell%2Fresolve-uri;npm install @jridgewell/resolve-uri@3.1.2;@jridgewell/trace-mapping;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jridgewell/source-map;0.3.11;0.3.11;https://www.npmjs.com/package/%40jridgewell%2Fsource-map;npm install @jridgewell/source-map@0.3.11;terser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jridgewell/sourcemap-codec;1.6.0;1.6.0;https://www.npmjs.com/package/%40jridgewell%2Fsourcemap-codec;npm install @jridgewell/sourcemap-codec@1.6.0;@angular/compiler-cli, @jridgewell/gen-mapping, @jridgewell/trace-mapping, magic-string;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jridgewell/trace-mapping;0.3.31;0.3.31;https://www.npmjs.com/package/%40jridgewell%2Ftrace-mapping;npm install @jridgewell/trace-mapping@0.3.31;@ampproject/remapping, @babel/generator, @jest/reporters, @jest/source-map, @jest/transform, @jridgewell/gen-mapping, @jridgewell/remapping, @jridgewell/source-map, istanbul-lib-source-maps, minimizer-webpack-plugin, v8-to-istanbul;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/base64;1.1.2;1.1.2;https://www.npmjs.com/package/%40jsonjoy.com%2Fbase64;npm install @jsonjoy.com/base64@1.1.2;@jsonjoy.com/json-pack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/buffers;17.67.0;17.67.0;https://www.npmjs.com/package/%40jsonjoy.com%2Fbuffers;npm install @jsonjoy.com/buffers@17.67.0;@jsonjoy.com/fs-snapshot, @jsonjoy.com/json-pack, @jsonjoy.com/util;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/codegen;1.0.0;1.0.0;https://www.npmjs.com/package/%40jsonjoy.com%2Fcodegen;npm install @jsonjoy.com/codegen@1.0.0;@jsonjoy.com/json-pack, @jsonjoy.com/json-pointer, @jsonjoy.com/util;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/fs-core;4.75.0;4.75.0;https://www.npmjs.com/package/%40jsonjoy.com%2Ffs-core;npm install @jsonjoy.com/fs-core@4.75.0;@jsonjoy.com/fs-fsa, @jsonjoy.com/fs-node, memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/fs-fsa;4.75.0;4.75.0;https://www.npmjs.com/package/%40jsonjoy.com%2Ffs-fsa;npm install @jsonjoy.com/fs-fsa@4.75.0;@jsonjoy.com/fs-node-to-fsa, memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/fs-node;4.75.0;4.75.0;https://www.npmjs.com/package/%40jsonjoy.com%2Ffs-node;npm install @jsonjoy.com/fs-node@4.75.0;memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/fs-node-builtins;4.75.0;4.75.0;https://www.npmjs.com/package/%40jsonjoy.com%2Ffs-node-builtins;npm install @jsonjoy.com/fs-node-builtins@4.75.0;@jsonjoy.com/fs-core, @jsonjoy.com/fs-fsa, @jsonjoy.com/fs-node, @jsonjoy.com/fs-node-to-fsa, @jsonjoy.com/fs-node-utils, memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/fs-node-to-fsa;4.75.0;4.75.0;https://www.npmjs.com/package/%40jsonjoy.com%2Ffs-node-to-fsa;npm install @jsonjoy.com/fs-node-to-fsa@4.75.0;memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/fs-node-utils;4.75.0;4.75.0;https://www.npmjs.com/package/%40jsonjoy.com%2Ffs-node-utils;npm install @jsonjoy.com/fs-node-utils@4.75.0;@jsonjoy.com/fs-core, @jsonjoy.com/fs-fsa, @jsonjoy.com/fs-node, @jsonjoy.com/fs-node-to-fsa, @jsonjoy.com/fs-print, @jsonjoy.com/fs-snapshot, memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/fs-print;4.75.0;4.75.0;https://www.npmjs.com/package/%40jsonjoy.com%2Ffs-print;npm install @jsonjoy.com/fs-print@4.75.0;@jsonjoy.com/fs-node, memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/fs-snapshot;4.75.0;4.75.0;https://www.npmjs.com/package/%40jsonjoy.com%2Ffs-snapshot;npm install @jsonjoy.com/fs-snapshot@4.75.0;@jsonjoy.com/fs-node, memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/json-pack;1.21.0;1.21.0;https://www.npmjs.com/package/%40jsonjoy.com%2Fjson-pack;npm install @jsonjoy.com/json-pack@1.21.0;@jsonjoy.com/fs-snapshot, memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/json-pointer;1.0.2;1.0.2;https://www.npmjs.com/package/%40jsonjoy.com%2Fjson-pointer;npm install @jsonjoy.com/json-pointer@1.0.2;@jsonjoy.com/json-pack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/util;1.9.0;1.9.0;https://www.npmjs.com/package/%40jsonjoy.com%2Futil;npm install @jsonjoy.com/util@1.9.0;@jsonjoy.com/fs-snapshot, @jsonjoy.com/json-pack, @jsonjoy.com/json-pointer, memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@keyv/bigmap;1.3.1;1.3.1;https://www.npmjs.com/package/%40keyv%2Fbigmap;npm install @keyv/bigmap@1.3.1;@cacheable/memory;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@keyv/serialize;1.1.1;1.1.1;https://www.npmjs.com/package/%40keyv%2Fserialize;npm install @keyv/serialize@1.1.1;keyv;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@leichtgewicht/ip-codec;2.0.5;2.0.5;https://www.npmjs.com/package/%40leichtgewicht%2Fip-codec;npm install @leichtgewicht/ip-codec@2.0.5;dns-packet;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@listr2/prompt-adapter-inquirer;4.2.5;4.2.5;https://www.npmjs.com/package/%40listr2%2Fprompt-adapter-inquirer;npm install @listr2/prompt-adapter-inquirer@4.2.5;@angular/cli;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@lmdb/lmdb-darwin-arm64;3.5.6;3.5.6;https://www.npmjs.com/package/%40lmdb%2Flmdb-darwin-arm64;npm install @lmdb/lmdb-darwin-arm64@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@lmdb/lmdb-darwin-x64;3.5.6;3.5.6;https://www.npmjs.com/package/%40lmdb%2Flmdb-darwin-x64;npm install @lmdb/lmdb-darwin-x64@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@lmdb/lmdb-linux-arm;3.5.6;3.5.6;https://www.npmjs.com/package/%40lmdb%2Flmdb-linux-arm;npm install @lmdb/lmdb-linux-arm@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@lmdb/lmdb-linux-arm64;3.5.6;3.5.6;https://www.npmjs.com/package/%40lmdb%2Flmdb-linux-arm64;npm install @lmdb/lmdb-linux-arm64@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@lmdb/lmdb-linux-x64;3.5.6;3.5.6;https://www.npmjs.com/package/%40lmdb%2Flmdb-linux-x64;npm install @lmdb/lmdb-linux-x64@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@lmdb/lmdb-win32-arm64;3.5.6;3.5.6;https://www.npmjs.com/package/%40lmdb%2Flmdb-win32-arm64;npm install @lmdb/lmdb-win32-arm64@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@lmdb/lmdb-win32-x64;3.5.6;3.5.6;https://www.npmjs.com/package/%40lmdb%2Flmdb-win32-x64;npm install @lmdb/lmdb-win32-x64@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@modelcontextprotocol/sdk;1.30.0;1.30.0;https://www.npmjs.com/package/%40modelcontextprotocol%2Fsdk;npm install @modelcontextprotocol/sdk@1.30.0;@angular/cli;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/bridge-react-webpack-plugin;2.9.0;2.9.0;https://www.npmjs.com/package/%40module-federation%2Fbridge-react-webpack-plugin;npm install @module-federation/bridge-react-webpack-plugin@2.9.0;@module-federation/enhanced, @module-federation/rspack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/cli;2.9.0;2.9.0;https://www.npmjs.com/package/%40module-federation%2Fcli;npm install @module-federation/cli@2.9.0;@module-federation/enhanced;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/dts-plugin;2.9.0;2.9.0;https://www.npmjs.com/package/%40module-federation%2Fdts-plugin;npm install @module-federation/dts-plugin@2.9.0;@module-federation/cli, @module-federation/enhanced, @module-federation/manifest, @module-federation/rspack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/enhanced;2.9.0;2.9.0;https://www.npmjs.com/package/%40module-federation%2Fenhanced;npm install @module-federation/enhanced@2.9.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/error-codes;2.9.0;2.9.0;https://www.npmjs.com/package/%40module-federation%2Ferror-codes;npm install @module-federation/error-codes@2.9.0;@module-federation/dts-plugin, @module-federation/enhanced, @module-federation/runtime, @module-federation/runtime-core, @module-federation/webpack-bundler-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/inject-external-runtime-core-plugin;2.9.0;2.9.0;https://www.npmjs.com/package/%40module-federation%2Finject-external-runtime-core-plugin;npm install @module-federation/inject-external-runtime-core-plugin@2.9.0;@module-federation/enhanced, @module-federation/rspack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/managers;2.9.0;2.9.0;https://www.npmjs.com/package/%40module-federation%2Fmanagers;npm install @module-federation/managers@2.9.0;@module-federation/dts-plugin, @module-federation/enhanced, @module-federation/manifest, @module-federation/rspack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/manifest;2.9.0;2.9.0;https://www.npmjs.com/package/%40module-federation%2Fmanifest;npm install @module-federation/manifest@2.9.0;@module-federation/enhanced, @module-federation/rspack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/rspack;2.9.0;2.9.0;https://www.npmjs.com/package/%40module-federation%2Frspack;npm install @module-federation/rspack@2.9.0;@module-federation/enhanced;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/runtime;2.9.0;2.9.0;https://www.npmjs.com/package/%40module-federation%2Fruntime;npm install @module-federation/runtime@2.9.0;@module-federation/runtime-tools, @module-federation/webpack-bundler-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/runtime-core;2.9.0;2.9.0;https://www.npmjs.com/package/%40module-federation%2Fruntime-core;npm install @module-federation/runtime-core@2.9.0;@module-federation/runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/runtime-tools;2.9.0;2.9.0;https://www.npmjs.com/package/%40module-federation%2Fruntime-tools;npm install @module-federation/runtime-tools@2.9.0;@module-federation/enhanced, @module-federation/rspack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/sdk;2.9.0;2.9.0;https://www.npmjs.com/package/%40module-federation%2Fsdk;npm install @module-federation/sdk@2.9.0;@module-federation/bridge-react-webpack-plugin, @module-federation/cli, @module-federation/dts-plugin, @module-federation/enhanced, @module-federation/managers, @module-federation/manifest, @module-federation/rspack, @module-federation/runtime, @module-federation/runtime-core, @module-federation/webpack-bundler-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/third-party-dts-extractor;2.9.0;2.9.0;https://www.npmjs.com/package/%40module-federation%2Fthird-party-dts-extractor;npm install @module-federation/third-party-dts-extractor@2.9.0;@module-federation/dts-plugin;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/webpack-bundler-runtime;2.9.0;2.9.0;https://www.npmjs.com/package/%40module-federation%2Fwebpack-bundler-runtime;npm install @module-federation/webpack-bundler-runtime@2.9.0;@module-federation/enhanced, @module-federation/runtime-tools;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@msgpackr-extract/msgpackr-extract-darwin-arm64;3.0.4;3.0.4;https://www.npmjs.com/package/%40msgpackr-extract%2Fmsgpackr-extract-darwin-arm64;npm install @msgpackr-extract/msgpackr-extract-darwin-arm64@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@msgpackr-extract/msgpackr-extract-darwin-x64;3.0.4;3.0.4;https://www.npmjs.com/package/%40msgpackr-extract%2Fmsgpackr-extract-darwin-x64;npm install @msgpackr-extract/msgpackr-extract-darwin-x64@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@msgpackr-extract/msgpackr-extract-linux-arm;3.0.4;3.0.4;https://www.npmjs.com/package/%40msgpackr-extract%2Fmsgpackr-extract-linux-arm;npm install @msgpackr-extract/msgpackr-extract-linux-arm@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@msgpackr-extract/msgpackr-extract-linux-arm64;3.0.4;3.0.4;https://www.npmjs.com/package/%40msgpackr-extract%2Fmsgpackr-extract-linux-arm64;npm install @msgpackr-extract/msgpackr-extract-linux-arm64@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@msgpackr-extract/msgpackr-extract-linux-x64;3.0.4;3.0.4;https://www.npmjs.com/package/%40msgpackr-extract%2Fmsgpackr-extract-linux-x64;npm install @msgpackr-extract/msgpackr-extract-linux-x64@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@msgpackr-extract/msgpackr-extract-win32-x64;3.0.4;3.0.4;https://www.npmjs.com/package/%40msgpackr-extract%2Fmsgpackr-extract-win32-x64;npm install @msgpackr-extract/msgpackr-extract-win32-x64@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@napi-rs/nice;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice;npm install @napi-rs/nice@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@napi-rs/nice-android-arm-eabi;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-android-arm-eabi;npm install @napi-rs/nice-android-arm-eabi@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@napi-rs/nice-android-arm64;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-android-arm64;npm install @napi-rs/nice-android-arm64@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@napi-rs/nice-darwin-arm64;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-darwin-arm64;npm install @napi-rs/nice-darwin-arm64@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@napi-rs/nice-darwin-x64;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-darwin-x64;npm install @napi-rs/nice-darwin-x64@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@napi-rs/nice-freebsd-x64;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-freebsd-x64;npm install @napi-rs/nice-freebsd-x64@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@napi-rs/nice-linux-arm-gnueabihf;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-linux-arm-gnueabihf;npm install @napi-rs/nice-linux-arm-gnueabihf@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@napi-rs/nice-linux-arm64-gnu;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-linux-arm64-gnu;npm install @napi-rs/nice-linux-arm64-gnu@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@napi-rs/nice-linux-arm64-musl;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-linux-arm64-musl;npm install @napi-rs/nice-linux-arm64-musl@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@napi-rs/nice-linux-ppc64-gnu;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-linux-ppc64-gnu;npm install @napi-rs/nice-linux-ppc64-gnu@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
