name;version OLD;version NEW;URL к репозиторию;alternative;dependency;комментарий;Версия ПО (опросник);Статус
make-dir;4.0.0;4.0.0;https://www.npmjs.com/package/make-dir;npm install make-dir@4.0.0;istanbul-lib-report;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.1.0;версия не совпадает
mdn-data;2.27.1;2.27.1;https://www.npmjs.com/package/mdn-data;npm install mdn-data@2.27.1;css-tree;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
media-typer;1.1.1;1.1.1;https://www.npmjs.com/package/media-typer;npm install media-typer@1.1.1;type-is;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.0.0;версия не совпадает
memfs;4.75.0;4.75.0;https://www.npmjs.com/package/memfs;npm install memfs@4.75.0;webpack-dev-middleware;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.68.2;версия не совпадает
mime;1.6.0;1.6.0;https://www.npmjs.com/package/mime;npm install mime@1.6.0;send;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.1.0;версия не совпадает
mimic-fn;2.1.0;2.1.0;https://www.npmjs.com/package/mimic-fn;npm install mimic-fn@2.1.0;onetime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.0.0;версия не совпадает
minimizer-webpack-plugin;5.10.1;5.10.1;https://www.npmjs.com/package/minimizer-webpack-plugin;npm install minimizer-webpack-plugin@5.10.1;webpack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
msgpackr;1.12.1;1.12.1;https://www.npmjs.com/package/msgpackr;npm install msgpackr@1.12.1;lmdb;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
msgpackr-extract;3.0.4;3.0.4;https://www.npmjs.com/package/msgpackr-extract;npm install msgpackr-extract@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
mute-stream;3.0.0;3.0.0;https://www.npmjs.com/package/mute-stream;npm install mute-stream@3.0.0;@inquirer/core;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.0.0;версия не совпадает
nanoid;3.3.19;3.3.19;https://www.npmjs.com/package/nanoid;npm install nanoid@3.3.19;postcss;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;6.0.1;версия не совпадает
napi-postinstall;0.3.4;0.3.4;https://www.npmjs.com/package/napi-postinstall;npm install napi-postinstall@0.3.4;unrs-resolver;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
node-addon-api;6.1.0;6.1.0;https://www.npmjs.com/package/node-addon-api;npm install node-addon-api@6.1.0;@parcel/watcher, lmdb;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
node-domexception;1.0.0;1.0.0;https://www.npmjs.com/package/node-domexception;npm install node-domexception@1.0.0;fetch-blob;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
node-fetch;3.3.2;3.3.2;https://www.npmjs.com/package/node-fetch;npm install node-fetch@3.3.2;@angular-architects/module-federation;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
node-gyp-build-optional-packages;5.2.2;5.2.2;https://www.npmjs.com/package/node-gyp-build-optional-packages;npm install node-gyp-build-optional-packages@5.2.2;lmdb, msgpackr-extract;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
node-releases;2.0.55;2.0.55;https://www.npmjs.com/package/node-releases;npm install node-releases@2.0.55;browserslist;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.0.54;версия не совпадает
npm-run-path;4.0.1;4.0.1;https://www.npmjs.com/package/npm-run-path;npm install npm-run-path@4.0.1;execa;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;6.0.0;версия не совпадает
nth-check;2.1.1;2.1.1;https://www.npmjs.com/package/nth-check;npm install nth-check@2.1.1;css-select;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;3.0.1;версия не совпадает
object-assign;4.1.1;4.1.1;https://www.npmjs.com/package/object-assign;npm install object-assign@4.1.1;cors;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
obug;2.2.1;2.2.1;https://www.npmjs.com/package/obug;npm install obug@2.2.1;@babel/core, @babel/traverse;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
onetime;7.0.0;7.0.0;https://www.npmjs.com/package/onetime;npm install onetime@7.0.0;execa, restore-cursor;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.0.0;версия не совпадает
open;11.0.0;11.0.0;https://www.npmjs.com/package/open;npm install open@11.0.0;@angular-devkit/build-angular, webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;11.0.2;версия не совпадает
ordered-binary;1.6.1;1.6.1;https://www.npmjs.com/package/ordered-binary;npm install ordered-binary@1.6.1;lmdb;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
oxc-parser;0.142.0;0.142.0;https://www.npmjs.com/package/oxc-parser;npm install oxc-parser@0.142.0;@angular/build, @chialab/estransform;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
p-limit;3.1.0;3.1.0;https://www.npmjs.com/package/p-limit;npm install p-limit@3.1.0;jest-changed-files, jest-circus, jest-runner, p-locate;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;7.3.2;версия не совпадает
p-locate;5.0.0;5.0.0;https://www.npmjs.com/package/p-locate;npm install p-locate@5.0.0;locate-path;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;7.0.0;версия не совпадает
p-retry;6.2.1;6.2.1;https://www.npmjs.com/package/p-retry;npm install p-retry@6.2.1;webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.0.0;версия не совпадает
p-try;2.2.0;2.2.0;https://www.npmjs.com/package/p-try;npm install p-try@2.2.0;p-limit;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;3.0.0;версия не совпадает
parent-module;1.0.1;1.0.1;https://www.npmjs.com/package/parent-module;npm install parent-module@1.0.1;import-fresh;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;3.2.0;версия не совпадает
parse-json;5.2.0;5.2.0;https://www.npmjs.com/package/parse-json;npm install parse-json@5.2.0;cosmiconfig, jest-config;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.3.0;версия не совпадает
parse-node-version;1.0.1;1.0.1;https://www.npmjs.com/package/parse-node-version;npm install parse-node-version@1.0.1;less;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.0.0;версия не совпадает
path-exists;4.0.0;4.0.0;https://www.npmjs.com/package/path-exists;npm install path-exists@4.0.0;find-up;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.0.0;версия не совпадает
path-key;3.1.1;3.1.1;https://www.npmjs.com/package/path-key;npm install path-key@3.1.1;cross-spawn, npm-run-path;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.0.0;версия не совпадает
picomatch;4.0.5;4.0.5;https://www.npmjs.com/package/picomatch;npm install picomatch@4.0.5;@angular-devkit/build-angular, @angular-devkit/core, @angular/build, @parcel/watcher, anymatch, jest-haste-map, jest-message-util, jest-util, micromatch, readdirp, tinyglobby, vite;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.0.7;версия не совпадает
piscina;5.2.0;5.2.0;https://www.npmjs.com/package/piscina;npm install piscina@5.2.0;@angular-devkit/build-angular, @angular/build;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.3.2;версия не совпадает
pkce-challenge;5.0.1;5.0.1;https://www.npmjs.com/package/pkce-challenge;npm install pkce-challenge@5.0.1;@modelcontextprotocol/sdk;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
pkg-dir;4.2.0;4.2.0;https://www.npmjs.com/package/pkg-dir;npm install pkg-dir@4.2.0;import-local;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;9.0.0;версия не совпадает
pkijs;3.4.0;3.4.0;https://www.npmjs.com/package/pkijs;npm install pkijs@3.4.0;selfsigned;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
postcss;8.5.25;8.5.25;https://www.npmjs.com/package/postcss;npm install postcss@8.5.25;@angular-devkit/build-angular, beasties, css-loader, resolve-url-loader, vite;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.5.26;версия не совпадает
postcss-safe-parser;7.1.0;7.1.0;https://www.npmjs.com/package/postcss-safe-parser;npm install postcss-safe-parser@7.1.0;beasties;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
postcss-selector-parser;7.1.6;7.1.6;https://www.npmjs.com/package/postcss-selector-parser;npm install postcss-selector-parser@7.1.6;postcss-modules-local-by-default, postcss-modules-scope;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;7.1.5;версия не совпадает
powershell-utils;0.1.0;0.1.0;https://www.npmjs.com/package/powershell-utils;npm install powershell-utils@0.1.0;open, wsl-utils;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
probe-image-size;7.4.0;7.4.0;https://www.npmjs.com/package/probe-image-size;npm install probe-image-size@7.4.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
proxy-agent-negotiate;1.1.0;1.1.0;https://www.npmjs.com/package/proxy-agent-negotiate;npm install proxy-agent-negotiate@1.1.0;https-proxy-agent;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
pure-rand;7.0.1;7.0.1;https://www.npmjs.com/package/pure-rand;npm install pure-rand@7.0.1;jest-circus;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.4.2;версия не совпадает
pvtsutils;1.3.6;1.3.6;https://www.npmjs.com/package/pvtsutils;npm install pvtsutils@1.3.6;@peculiar/x509, asn1js, pkijs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
pvutils;1.2.0;1.2.0;https://www.npmjs.com/package/pvutils;npm install pvutils@1.2.0;asn1js, pkijs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
qified;0.10.1;0.10.1;https://www.npmjs.com/package/qified;npm install qified@0.10.1;cacheable;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
raw-body;3.0.2;3.0.2;https://www.npmjs.com/package/raw-body;npm install raw-body@3.0.2;@modelcontextprotocol/sdk, body-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.0.0;версия не совпадает
readable-stream;3.6.2;3.6.2;https://www.npmjs.com/package/readable-stream;npm install readable-stream@3.6.2;hpack.js, spdy-transport;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.7.0;версия не совпадает
resolve-pkg-maps;1.0.0;1.0.0;https://www.npmjs.com/package/resolve-pkg-maps;npm install resolve-pkg-maps@1.0.0;get-tsconfig;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
rolldown;1.2.0;1.2.0;https://www.npmjs.com/package/rolldown;npm install rolldown@1.2.0;@angular/build, vite;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
router;2.2.0;2.2.0;https://www.npmjs.com/package/router;npm install router@2.2.0;express;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
rrweb-cssom;0.8.0;0.8.0;https://www.npmjs.com/package/rrweb-cssom;npm install rrweb-cssom@0.8.0;cssstyle, jsdom;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
sass;1.101.0;1.101.0;https://www.npmjs.com/package/sass;npm install sass@1.101.0;@angular-devkit/build-angular, @angular/build;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.103.1;версия не совпадает
sass-loader;17.0.0;17.0.0;https://www.npmjs.com/package/sass-loader;npm install sass-loader@17.0.0;@angular-devkit/build-angular;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;17.0.1;версия не совпадает
schema-utils;4.3.0;4.3.0;https://www.npmjs.com/package/schema-utils;npm install schema-utils@4.3.0;@module-federation/enhanced, copy-webpack-plugin, mini-css-extract-plugin, minimizer-webpack-plugin, webpack, webpack-dev-middleware, webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.3.3;версия не совпадает
shebang-regex;3.0.0;3.0.0;https://www.npmjs.com/package/shebang-regex;npm install shebang-regex@3.0.0;shebang-command;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.0.0;версия не совпадает
slash;3.0.0;3.0.0;https://www.npmjs.com/package/slash;npm install slash@3.0.0;@jest/console, @jest/core, @jest/reporters, @jest/test-sequencer, @jest/transform, babel-jest, jest-circus, jest-config, jest-message-util, jest-resolve, jest-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.1.0;версия не совпадает
slice-ansi;9.0.0;9.0.0;https://www.npmjs.com/package/slice-ansi;npm install slice-ansi@9.0.0;cli-truncate, log-update;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
source-map;0.7.6;0.7.6;https://www.npmjs.com/package/source-map;npm install source-map@0.7.6;@angular-devkit/core, handlebars, resolve-url-loader, source-map-support;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;0.8.0;версия не совпадает
sprintf-js;1.0.3;1.0.3;https://www.npmjs.com/package/sprintf-js;npm install sprintf-js@1.0.3;argparse;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.1.3;версия не совпадает
stream-parser;0.3.1;0.3.1;https://www.npmjs.com/package/stream-parser;npm install stream-parser@0.3.1;probe-image-size;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
string-length;4.0.2;4.0.2;https://www.npmjs.com/package/string-length;npm install string-length@4.0.2;@jest/reporters, jest-watcher;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;7.0.1;версия не совпадает
string-width-cjs;4.2.3;4.2.3;https://www.npmjs.com/package/string-width-cjs;npm install string-width-cjs@4.2.3;@isaacs/cliui;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.1.1;версия не совпадает
strip-ansi-cjs;6.0.1;6.0.1;https://www.npmjs.com/package/strip-ansi-cjs;npm install strip-ansi-cjs@6.0.1;@isaacs/cliui;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.0.0;версия не совпадает
strip-bom;4.0.0;4.0.0;https://www.npmjs.com/package/strip-bom;npm install strip-bom@4.0.0;jest-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.0.0;версия не совпадает
strip-final-newline;2.0.0;2.0.0;https://www.npmjs.com/package/strip-final-newline;npm install strip-final-newline@2.0.0;execa;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.0.0;версия не совпадает
strip-json-comments;3.1.1;3.1.1;https://www.npmjs.com/package/strip-json-comments;npm install strip-json-comments@3.1.1;@angular-eslint/schematics, jest-config;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.0.3;версия не совпадает
supports-color;7.2.0;7.2.0;https://www.npmjs.com/package/supports-color;npm install supports-color@7.2.0;chalk, istanbul-lib-report, jest-worker;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;11.0.0;версия не совпадает
synckit;0.11.13;0.11.13;https://www.npmjs.com/package/synckit;npm install synckit@0.11.13;jest-snapshot;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
tapable;2.3.0;2.3.0;https://www.npmjs.com/package/tapable;npm install tapable@2.3.0;@module-federation/enhanced, enhanced-resolve, mini-css-extract-plugin, webpack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.3.3;версия не совпадает
terser;5.49.0;5.49.0;https://www.npmjs.com/package/terser;npm install terser@5.49.0;@angular-devkit/build-angular, minimizer-webpack-plugin;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.51.2;версия не совпадает
test-exclude;7.0.2;7.0.2;https://www.npmjs.com/package/test-exclude;npm install test-exclude@7.0.2;babel-plugin-istanbul;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.0.0;версия не совпадает
thingies;2.6.1;2.6.1;https://www.npmjs.com/package/thingies;npm install thingies@2.6.1;@jsonjoy.com/fs-core, @jsonjoy.com/fs-fsa, @jsonjoy.com/fs-node, @jsonjoy.com/json-pack, memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
tldts;7.4.12;7.4.12;https://www.npmjs.com/package/tldts;npm install tldts@7.4.12;tough-cookie;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
tldts-core;7.4.12;7.4.12;https://www.npmjs.com/package/tldts-core;npm install tldts-core@7.4.12;tldts;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
tree-dump;1.1.0;1.1.0;https://www.npmjs.com/package/tree-dump;npm install tree-dump@1.1.0;@jsonjoy.com/fs-print, @jsonjoy.com/json-pack, memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
tsyringe;4.10.0;4.10.0;https://www.npmjs.com/package/tsyringe;npm install tsyringe@4.10.0;@peculiar/x509;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
type-detect;4.0.8;4.0.8;https://www.npmjs.com/package/type-detect;npm install type-detect@4.0.8;@sinonjs/commons;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.1.0;версия не совпадает
type-fest;0.21.3;0.21.3;https://www.npmjs.com/package/type-fest;npm install type-fest@0.21.3;ansi-escapes, ts-jest;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.9.0;версия не совпадает
undici;7.29.0;7.29.0;https://www.npmjs.com/package/undici;npm install undici@7.29.0;@module-federation/dts-plugin, jsdom;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.10.1;версия не совпадает
undici-types;6.21.0;6.21.0;https://www.npmjs.com/package/undici-types;npm install undici-types@6.21.0;@types/jsdom, @types/node;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.10.1;версия не совпадает
unrs-resolver;1.12.2;1.12.2;https://www.npmjs.com/package/unrs-resolver;npm install unrs-resolver@1.12.2;jest-resolve;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
update-browserslist-db;1.3.3;1.3.3;https://www.npmjs.com/package/update-browserslist-db;npm install update-browserslist-db@1.3.3;browserslist;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.3.2;версия не совпадает
uuid;8.3.2;8.3.2;https://www.npmjs.com/package/uuid;npm install uuid@8.3.2;sockjs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;14.0.2;версия не совпадает
verkit;0.3.2;0.3.2;https://www.npmjs.com/package/verkit;npm install verkit@0.3.2;@babel/helper-compilation-targets, @babel/helper-create-class-features-plugin, @babel/helper-create-regexp-features-plugin;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
vite;8.1.5;8.1.5;https://www.npmjs.com/package/vite;npm install vite@8.1.5;@angular/build;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.2.2;версия не совпадает
weak-lru-cache;1.2.2;1.2.2;https://www.npmjs.com/package/weak-lru-cache;npm install weak-lru-cache@1.2.2;lmdb;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
web-streams-polyfill;3.3.3;3.3.3;https://www.npmjs.com/package/web-streams-polyfill;npm install web-streams-polyfill@3.3.3;fetch-blob;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
webpack;5.109.2;5.109.2;https://www.npmjs.com/package/webpack;npm install webpack@5.109.2;@angular-devkit/build-angular;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.110.2;версия не совпадает
webpack-dev-middleware;8.0.3;8.0.3;https://www.npmjs.com/package/webpack-dev-middleware;npm install webpack-dev-middleware@8.0.3;@angular-devkit/build-angular, webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.1.1;версия не совпадает
webpack-dev-server;5.2.6;5.2.6;https://www.npmjs.com/package/webpack-dev-server;npm install webpack-dev-server@5.2.6;@angular-devkit/build-angular;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;6.0.0;версия не совпадает
webpack-subresource-integrity;5.1.0;5.1.0;https://www.npmjs.com/package/webpack-subresource-integrity;npm install webpack-subresource-integrity@5.1.0;@angular-devkit/build-angular;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.2.0-rc.1;версия не совпадает
whatwg-url;17.1.1;17.1.1;https://www.npmjs.com/package/whatwg-url;npm install whatwg-url@17.1.1;data-urls, jsdom;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;17.1.0;версия не совпадает
which;2.0.2;2.0.2;https://www.npmjs.com/package/which;npm install which@2.0.2;cross-spawn;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;7.0.0;версия не совпадает
wrap-ansi-cjs;7.0.0;7.0.0;https://www.npmjs.com/package/wrap-ansi-cjs;npm install wrap-ansi-cjs@7.0.0;@isaacs/cliui;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.0.0;версия не совпадает
write-file-atomic;5.0.1;5.0.1;https://www.npmjs.com/package/write-file-atomic;npm install write-file-atomic@5.0.1;@jest/transform;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.0.0;версия не совпадает
ws;8.21.0;8.21.0;https://www.npmjs.com/package/ws;npm install ws@8.21.0;@module-federation/dts-plugin, jsdom, webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.21.3;версия не совпадает
wsl-utils;0.3.1;0.3.1;https://www.npmjs.com/package/wsl-utils;npm install wsl-utils@0.3.1;open;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
