name;version OLD;version NEW;URL к репозиторию;alternative;dependency;комментарий;Версия ПО (опросник);Статус
@jsonjoy.com/json-pointer;1.0.2;1.0.2;https://registry.npmjs.org/@jsonjoy.com/json-pointer/-/json-pointer-1.0.2.tgz;npm install @jsonjoy.com/json-pointer@1.0.2;@jsonjoy.com/json-pack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@jsonjoy.com/util;1.9.0;1.9.0;https://registry.npmjs.org/@jsonjoy.com/util/-/util-1.9.0.tgz;npm install @jsonjoy.com/util@1.9.0;@jsonjoy.com/fs-snapshot, @jsonjoy.com/json-pack, @jsonjoy.com/json-pointer, memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@keyv/bigmap;1.3.1;1.3.1;https://registry.npmjs.org/@keyv/bigmap/-/bigmap-1.3.1.tgz;npm install @keyv/bigmap@1.3.1;@cacheable/memory;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@keyv/serialize;1.1.1;1.1.1;https://registry.npmjs.org/@keyv/serialize/-/serialize-1.1.1.tgz;npm install @keyv/serialize@1.1.1;keyv;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@listr2/prompt-adapter-inquirer;4.2.5;4.2.5;https://registry.npmjs.org/@listr2/prompt-adapter-inquirer/-/prompt-adapter-inquirer-4.2.5.tgz;npm install @listr2/prompt-adapter-inquirer@4.2.5;@angular/cli;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@lmdb/lmdb-darwin-arm64;3.5.6;3.5.6;https://registry.npmjs.org/@lmdb/lmdb-darwin-arm64/-/lmdb-darwin-arm64-3.5.6.tgz;npm install @lmdb/lmdb-darwin-arm64@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@lmdb/lmdb-darwin-x64;3.5.6;3.5.6;https://registry.npmjs.org/@lmdb/lmdb-darwin-x64/-/lmdb-darwin-x64-3.5.6.tgz;npm install @lmdb/lmdb-darwin-x64@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@lmdb/lmdb-linux-arm;3.5.6;3.5.6;https://registry.npmjs.org/@lmdb/lmdb-linux-arm/-/lmdb-linux-arm-3.5.6.tgz;npm install @lmdb/lmdb-linux-arm@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@lmdb/lmdb-linux-arm64;3.5.6;3.5.6;https://registry.npmjs.org/@lmdb/lmdb-linux-arm64/-/lmdb-linux-arm64-3.5.6.tgz;npm install @lmdb/lmdb-linux-arm64@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@lmdb/lmdb-linux-x64;3.5.6;3.5.6;https://registry.npmjs.org/@lmdb/lmdb-linux-x64/-/lmdb-linux-x64-3.5.6.tgz;npm install @lmdb/lmdb-linux-x64@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@lmdb/lmdb-win32-arm64;3.5.6;3.5.6;https://registry.npmjs.org/@lmdb/lmdb-win32-arm64/-/lmdb-win32-arm64-3.5.6.tgz;npm install @lmdb/lmdb-win32-arm64@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@lmdb/lmdb-win32-x64;3.5.6;3.5.6;https://registry.npmjs.org/@lmdb/lmdb-win32-x64/-/lmdb-win32-x64-3.5.6.tgz;npm install @lmdb/lmdb-win32-x64@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@modelcontextprotocol/sdk;1.30.0;1.30.0;https://registry.npmjs.org/@modelcontextprotocol/sdk/-/sdk-1.30.0.tgz;npm install @modelcontextprotocol/sdk@1.30.0;@angular/cli;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@module-federation/bridge-react-webpack-plugin;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/bridge-react-webpack-plugin/-/bridge-react-webpack-plugin-2.9.0.tgz;npm install @module-federation/bridge-react-webpack-plugin@2.9.0;@module-federation/enhanced, @module-federation/rspack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@module-federation/cli;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/cli/-/cli-2.9.0.tgz;npm install @module-federation/cli@2.9.0;@module-federation/enhanced;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@module-federation/dts-plugin;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/dts-plugin/-/dts-plugin-2.9.0.tgz;npm install @module-federation/dts-plugin@2.9.0;@module-federation/cli, @module-federation/enhanced, @module-federation/manifest, @module-federation/rspack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@module-federation/enhanced;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/enhanced/-/enhanced-2.9.0.tgz;npm install @module-federation/enhanced@2.9.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@module-federation/error-codes;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/error-codes/-/error-codes-2.9.0.tgz;npm install @module-federation/error-codes@2.9.0;@module-federation/dts-plugin, @module-federation/enhanced, @module-federation/runtime, @module-federation/runtime-core, @module-federation/webpack-bundler-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@module-federation/inject-external-runtime-core-plugin;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/inject-external-runtime-core-plugin/-/inject-external-runtime-core-plugin-2.9.0.tgz;npm install @module-federation/inject-external-runtime-core-plugin@2.9.0;@module-federation/enhanced, @module-federation/rspack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@module-federation/managers;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/managers/-/managers-2.9.0.tgz;npm install @module-federation/managers@2.9.0;@module-federation/dts-plugin, @module-federation/enhanced, @module-federation/manifest, @module-federation/rspack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@module-federation/manifest;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/manifest/-/manifest-2.9.0.tgz;npm install @module-federation/manifest@2.9.0;@module-federation/enhanced, @module-federation/rspack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@module-federation/rspack;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/rspack/-/rspack-2.9.0.tgz;npm install @module-federation/rspack@2.9.0;@module-federation/enhanced;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@module-federation/runtime;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/runtime/-/runtime-2.9.0.tgz;npm install @module-federation/runtime@2.9.0;@module-federation/runtime-tools, @module-federation/webpack-bundler-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@module-federation/runtime-core;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/runtime-core/-/runtime-core-2.9.0.tgz;npm install @module-federation/runtime-core@2.9.0;@module-federation/runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@module-federation/runtime-tools;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/runtime-tools/-/runtime-tools-2.9.0.tgz;npm install @module-federation/runtime-tools@2.9.0;@module-federation/enhanced, @module-federation/rspack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@module-federation/sdk;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/sdk/-/sdk-2.9.0.tgz;npm install @module-federation/sdk@2.9.0;@module-federation/bridge-react-webpack-plugin, @module-federation/cli, @module-federation/dts-plugin, @module-federation/enhanced, @module-federation/managers, @module-federation/manifest, @module-federation/rspack, @module-federation/runtime, @module-federation/runtime-core, @module-federation/webpack-bundler-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@module-federation/third-party-dts-extractor;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/third-party-dts-extractor/-/third-party-dts-extractor-2.9.0.tgz;npm install @module-federation/third-party-dts-extractor@2.9.0;@module-federation/dts-plugin;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@module-federation/webpack-bundler-runtime;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/webpack-bundler-runtime/-/webpack-bundler-runtime-2.9.0.tgz;npm install @module-federation/webpack-bundler-runtime@2.9.0;@module-federation/enhanced, @module-federation/runtime-tools;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@msgpackr-extract/msgpackr-extract-darwin-arm64;3.0.4;3.0.4;https://registry.npmjs.org/@msgpackr-extract/msgpackr-extract-darwin-arm64/-/msgpackr-extract-darwin-arm64-3.0.4.tgz;npm install @msgpackr-extract/msgpackr-extract-darwin-arm64@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@msgpackr-extract/msgpackr-extract-darwin-x64;3.0.4;3.0.4;https://registry.npmjs.org/@msgpackr-extract/msgpackr-extract-darwin-x64/-/msgpackr-extract-darwin-x64-3.0.4.tgz;npm install @msgpackr-extract/msgpackr-extract-darwin-x64@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@msgpackr-extract/msgpackr-extract-linux-arm;3.0.4;3.0.4;https://registry.npmjs.org/@msgpackr-extract/msgpackr-extract-linux-arm/-/msgpackr-extract-linux-arm-3.0.4.tgz;npm install @msgpackr-extract/msgpackr-extract-linux-arm@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@msgpackr-extract/msgpackr-extract-linux-arm64;3.0.4;3.0.4;https://registry.npmjs.org/@msgpackr-extract/msgpackr-extract-linux-arm64/-/msgpackr-extract-linux-arm64-3.0.4.tgz;npm install @msgpackr-extract/msgpackr-extract-linux-arm64@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@msgpackr-extract/msgpackr-extract-linux-x64;3.0.4;3.0.4;https://registry.npmjs.org/@msgpackr-extract/msgpackr-extract-linux-x64/-/msgpackr-extract-linux-x64-3.0.4.tgz;npm install @msgpackr-extract/msgpackr-extract-linux-x64@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@msgpackr-extract/msgpackr-extract-win32-x64;3.0.4;3.0.4;https://registry.npmjs.org/@msgpackr-extract/msgpackr-extract-win32-x64/-/msgpackr-extract-win32-x64-3.0.4.tgz;npm install @msgpackr-extract/msgpackr-extract-win32-x64@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice;1.1.1;1.1.1;https://registry.npmjs.org/@napi-rs/nice/-/nice-1.1.1.tgz;npm install @napi-rs/nice@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-android-arm-eabi;1.1.1;1.1.1;https://registry.npmjs.org/@napi-rs/nice-android-arm-eabi/-/nice-android-arm-eabi-1.1.1.tgz;npm install @napi-rs/nice-android-arm-eabi@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-android-arm64;1.1.1;1.1.1;https://registry.npmjs.org/@napi-rs/nice-android-arm64/-/nice-android-arm64-1.1.1.tgz;npm install @napi-rs/nice-android-arm64@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-darwin-arm64;1.1.1;1.1.1;https://registry.npmjs.org/@napi-rs/nice-darwin-arm64/-/nice-darwin-arm64-1.1.1.tgz;npm install @napi-rs/nice-darwin-arm64@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-darwin-x64;1.1.1;1.1.1;https://registry.npmjs.org/@napi-rs/nice-darwin-x64/-/nice-darwin-x64-1.1.1.tgz;npm install @napi-rs/nice-darwin-x64@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-freebsd-x64;1.1.1;1.1.1;https://registry.npmjs.org/@napi-rs/nice-freebsd-x64/-/nice-freebsd-x64-1.1.1.tgz;npm install @napi-rs/nice-freebsd-x64@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-linux-arm-gnueabihf;1.1.1;1.1.1;https://registry.npmjs.org/@napi-rs/nice-linux-arm-gnueabihf/-/nice-linux-arm-gnueabihf-1.1.1.tgz;npm install @napi-rs/nice-linux-arm-gnueabihf@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-linux-arm64-gnu;1.1.1;1.1.1;https://registry.npmjs.org/@napi-rs/nice-linux-arm64-gnu/-/nice-linux-arm64-gnu-1.1.1.tgz;npm install @napi-rs/nice-linux-arm64-gnu@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-linux-arm64-musl;1.1.1;1.1.1;https://registry.npmjs.org/@napi-rs/nice-linux-arm64-musl/-/nice-linux-arm64-musl-1.1.1.tgz;npm install @napi-rs/nice-linux-arm64-musl@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-linux-ppc64-gnu;1.1.1;1.1.1;https://registry.npmjs.org/@napi-rs/nice-linux-ppc64-gnu/-/nice-linux-ppc64-gnu-1.1.1.tgz;npm install @napi-rs/nice-linux-ppc64-gnu@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-linux-riscv64-gnu;1.1.1;1.1.1;https://registry.npmjs.org/@napi-rs/nice-linux-riscv64-gnu/-/nice-linux-riscv64-gnu-1.1.1.tgz;npm install @napi-rs/nice-linux-riscv64-gnu@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-linux-s390x-gnu;1.1.1;1.1.1;https://registry.npmjs.org/@napi-rs/nice-linux-s390x-gnu/-/nice-linux-s390x-gnu-1.1.1.tgz;npm install @napi-rs/nice-linux-s390x-gnu@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-linux-x64-gnu;1.1.1;1.1.1;https://registry.npmjs.org/@napi-rs/nice-linux-x64-gnu/-/nice-linux-x64-gnu-1.1.1.tgz;npm install @napi-rs/nice-linux-x64-gnu@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-linux-x64-musl;1.1.1;1.1.1;https://registry.npmjs.org/@napi-rs/nice-linux-x64-musl/-/nice-linux-x64-musl-1.1.1.tgz;npm install @napi-rs/nice-linux-x64-musl@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-openharmony-arm64;1.1.1;1.1.1;https://registry.npmjs.org/@napi-rs/nice-openharmony-arm64/-/nice-openharmony-arm64-1.1.1.tgz;npm install @napi-rs/nice-openharmony-arm64@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-win32-arm64-msvc;1.1.1;1.1.1;https://registry.npmjs.org/@napi-rs/nice-win32-arm64-msvc/-/nice-win32-arm64-msvc-1.1.1.tgz;npm install @napi-rs/nice-win32-arm64-msvc@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-win32-ia32-msvc;1.1.1;1.1.1;https://registry.npmjs.org/@napi-rs/nice-win32-ia32-msvc/-/nice-win32-ia32-msvc-1.1.1.tgz;npm install @napi-rs/nice-win32-ia32-msvc@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-win32-x64-msvc;1.1.1;1.1.1;https://registry.npmjs.org/@napi-rs/nice-win32-x64-msvc/-/nice-win32-x64-msvc-1.1.1.tgz;npm install @napi-rs/nice-win32-x64-msvc@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/wasm-runtime;1.1.6;1.1.6;https://registry.npmjs.org/@napi-rs/wasm-runtime/-/wasm-runtime-1.1.6.tgz;npm install @napi-rs/wasm-runtime@1.1.6;@oxc-parser/binding-wasm32-wasi, @rolldown/binding-wasm32-wasi, @rspack/binding-wasm32-wasi, @unrs/resolver-binding-wasm32-wasi;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.2.3;версия не совпадает
@ngtools/webpack;22.1.8;22.1.8;https://registry.npmjs.org/@ngtools/webpack/-/webpack-22.1.8.tgz;npm install @ngtools/webpack@22.1.8;@angular-devkit/build-angular;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;22.1.6;версия не совпадает
@noble/hashes;1.4.0;1.4.0;https://registry.npmjs.org/@noble/hashes/-/hashes-1.4.0.tgz;npm install @noble/hashes@1.4.0;pkijs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@nodelib/fs.scandir;2.1.5;2.1.5;https://registry.npmjs.org/@nodelib/fs.scandir/-/fs.scandir-2.1.5.tgz;npm install @nodelib/fs.scandir@2.1.5;@nodelib/fs.walk;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.0.1;версия не совпадает
@nodelib/fs.stat;2.0.5;2.0.5;https://registry.npmjs.org/@nodelib/fs.stat/-/fs.stat-2.0.5.tgz;npm install @nodelib/fs.stat@2.0.5;@nodelib/fs.scandir, fast-glob;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.0.0;версия не совпадает
@nodelib/fs.walk;1.2.8;1.2.8;https://registry.npmjs.org/@nodelib/fs.walk/-/fs.walk-1.2.8.tgz;npm install @nodelib/fs.walk@1.2.8;fast-glob;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;3.0.1;версия не совпадает
@oxc-parser/binding-android-arm-eabi;0.142.0;0.142.0;https://registry.npmjs.org/@oxc-parser/binding-android-arm-eabi/-/binding-android-arm-eabi-0.142.0.tgz;npm install @oxc-parser/binding-android-arm-eabi@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-android-arm64;0.142.0;0.142.0;https://registry.npmjs.org/@oxc-parser/binding-android-arm64/-/binding-android-arm64-0.142.0.tgz;npm install @oxc-parser/binding-android-arm64@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-darwin-arm64;0.142.0;0.142.0;https://registry.npmjs.org/@oxc-parser/binding-darwin-arm64/-/binding-darwin-arm64-0.142.0.tgz;npm install @oxc-parser/binding-darwin-arm64@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-darwin-x64;0.142.0;0.142.0;https://registry.npmjs.org/@oxc-parser/binding-darwin-x64/-/binding-darwin-x64-0.142.0.tgz;npm install @oxc-parser/binding-darwin-x64@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-freebsd-x64;0.142.0;0.142.0;https://registry.npmjs.org/@oxc-parser/binding-freebsd-x64/-/binding-freebsd-x64-0.142.0.tgz;npm install @oxc-parser/binding-freebsd-x64@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-linux-arm-gnueabihf;0.142.0;0.142.0;https://registry.npmjs.org/@oxc-parser/binding-linux-arm-gnueabihf/-/binding-linux-arm-gnueabihf-0.142.0.tgz;npm install @oxc-parser/binding-linux-arm-gnueabihf@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-linux-arm-musleabihf;0.142.0;0.142.0;https://registry.npmjs.org/@oxc-parser/binding-linux-arm-musleabihf/-/binding-linux-arm-musleabihf-0.142.0.tgz;npm install @oxc-parser/binding-linux-arm-musleabihf@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-linux-arm64-gnu;0.142.0;0.142.0;https://registry.npmjs.org/@oxc-parser/binding-linux-arm64-gnu/-/binding-linux-arm64-gnu-0.142.0.tgz;npm install @oxc-parser/binding-linux-arm64-gnu@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-linux-arm64-musl;0.142.0;0.142.0;https://registry.npmjs.org/@oxc-parser/binding-linux-arm64-musl/-/binding-linux-arm64-musl-0.142.0.tgz;npm install @oxc-parser/binding-linux-arm64-musl@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-linux-ppc64-gnu;0.142.0;0.142.0;https://registry.npmjs.org/@oxc-parser/binding-linux-ppc64-gnu/-/binding-linux-ppc64-gnu-0.142.0.tgz;npm install @oxc-parser/binding-linux-ppc64-gnu@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-linux-riscv64-gnu;0.142.0;0.142.0;https://registry.npmjs.org/@oxc-parser/binding-linux-riscv64-gnu/-/binding-linux-riscv64-gnu-0.142.0.tgz;npm install @oxc-parser/binding-linux-riscv64-gnu@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-linux-riscv64-musl;0.142.0;0.142.0;https://registry.npmjs.org/@oxc-parser/binding-linux-riscv64-musl/-/binding-linux-riscv64-musl-0.142.0.tgz;npm install @oxc-parser/binding-linux-riscv64-musl@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-linux-s390x-gnu;0.142.0;0.142.0;https://registry.npmjs.org/@oxc-parser/binding-linux-s390x-gnu/-/binding-linux-s390x-gnu-0.142.0.tgz;npm install @oxc-parser/binding-linux-s390x-gnu@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
