name;version OLD;version NEW;URL к репозиторию;alternative;dependency;комментарий;Версия ПО (опросник);Статус
@types/gensync;1.0.5;1.0.5;https://registry.npmjs.org/@types/gensync/-/gensync-1.0.5.tgz;npm install @types/gensync@1.0.5;@babel/core;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@types/jsesc;2.5.1;2.5.1;https://registry.npmjs.org/@types/jsesc/-/jsesc-2.5.1.tgz;npm install @types/jsesc@2.5.1;@babel/generator;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@types/less;3.0.8;3.0.8;https://registry.npmjs.org/@types/less/-/less-3.0.8.tgz;npm install @types/less@3.0.8;less-loader;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@types/mime;1.3.5;1.3.5;https://registry.npmjs.org/@types/mime/-/mime-1.3.5.tgz;npm install @types/mime@1.3.5;@types/send;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.0.0;версия не совпадает
@types/node;22.20.2;22.20.2;https://registry.npmjs.org/@types/node/-/node-22.20.2.tgz;npm install @types/node@22.20.2;@jest/console, @jest/core, @jest/environment, @jest/environment-jsdom-abstract, @jest/fake-timers, @jest/pattern, @jest/reporters, @jest/types, @types/body-parser, @types/bonjour, @types/connect, @types/connect-history-api-fallback, @types/express-serve-static-core, @types/http-proxy, @types/jsdom, @types/send, @types/serve-static, @types/sockjs, @types/ws, jest-circus, jest-environment-node, jest-haste-map, jest-mock, jest-runner, jest-runtime, jest-util, jest-watcher, jest-worker;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;26.4.0;версия не совпадает
@types/retry;0.12.2;0.12.2;https://registry.npmjs.org/@types/retry/-/retry-0.12.2.tgz;npm install @types/retry@0.12.2;p-retry;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;0.12.5;версия не совпадает
@types/serve-static;1.15.10;1.15.10;https://registry.npmjs.org/@types/serve-static/-/serve-static-1.15.10.tgz;npm install @types/serve-static@1.15.10;@types/express, webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.2.0;версия не совпадает
@typescript-eslint/eslint-plugin;8.70.0;8.70.0;https://registry.npmjs.org/@typescript-eslint/eslint-plugin/-/eslint-plugin-8.70.0.tgz;npm install @typescript-eslint/eslint-plugin@8.70.0;typescript-eslint;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.69.0;версия не совпадает
@typescript-eslint/parser;8.70.0;8.70.0;https://registry.npmjs.org/@typescript-eslint/parser/-/parser-8.70.0.tgz;npm install @typescript-eslint/parser@8.70.0;typescript-eslint;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.69.0;версия не совпадает
@typescript-eslint/project-service;8.70.0;8.70.0;https://registry.npmjs.org/@typescript-eslint/project-service/-/project-service-8.70.0.tgz;npm install @typescript-eslint/project-service@8.70.0;@typescript-eslint/typescript-estree;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.69.0;версия не совпадает
@typescript-eslint/scope-manager;8.70.0;8.70.0;https://registry.npmjs.org/@typescript-eslint/scope-manager/-/scope-manager-8.70.0.tgz;npm install @typescript-eslint/scope-manager@8.70.0;@typescript-eslint/eslint-plugin, @typescript-eslint/parser, @typescript-eslint/utils;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.69.0;версия не совпадает
@typescript-eslint/tsconfig-utils;8.70.0;8.70.0;https://registry.npmjs.org/@typescript-eslint/tsconfig-utils/-/tsconfig-utils-8.70.0.tgz;npm install @typescript-eslint/tsconfig-utils@8.70.0;@typescript-eslint/project-service, @typescript-eslint/typescript-estree;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.69.0;версия не совпадает
@typescript-eslint/type-utils;8.70.0;8.70.0;https://registry.npmjs.org/@typescript-eslint/type-utils/-/type-utils-8.70.0.tgz;npm install @typescript-eslint/type-utils@8.70.0;@typescript-eslint/eslint-plugin;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.69.0;версия не совпадает
@typescript-eslint/types;8.70.0;8.70.0;https://registry.npmjs.org/@typescript-eslint/types/-/types-8.70.0.tgz;npm install @typescript-eslint/types@8.70.0;@typescript-eslint/parser, @typescript-eslint/project-service, @typescript-eslint/scope-manager, @typescript-eslint/type-utils, @typescript-eslint/typescript-estree, @typescript-eslint/utils, @typescript-eslint/visitor-keys, angular-eslint;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.69.0;версия не совпадает
@typescript-eslint/typescript-estree;8.70.0;8.70.0;https://registry.npmjs.org/@typescript-eslint/typescript-estree/-/typescript-estree-8.70.0.tgz;npm install @typescript-eslint/typescript-estree@8.70.0;@typescript-eslint/parser, @typescript-eslint/type-utils, @typescript-eslint/utils, typescript-eslint;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.69.0;версия не совпадает
@typescript-eslint/utils;8.70.0;8.70.0;https://registry.npmjs.org/@typescript-eslint/utils/-/utils-8.70.0.tgz;npm install @typescript-eslint/utils@8.70.0;@typescript-eslint/eslint-plugin, @typescript-eslint/type-utils, angular-eslint, typescript-eslint;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.69.0;версия не совпадает
@typescript-eslint/visitor-keys;8.70.0;8.70.0;https://registry.npmjs.org/@typescript-eslint/visitor-keys/-/visitor-keys-8.70.0.tgz;npm install @typescript-eslint/visitor-keys@8.70.0;@typescript-eslint/eslint-plugin, @typescript-eslint/parser, @typescript-eslint/scope-manager, @typescript-eslint/typescript-estree;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.69.0;версия не совпадает
@unrs/resolver-binding-android-arm-eabi;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-android-arm-eabi/-/resolver-binding-android-arm-eabi-1.12.2.tgz;npm install @unrs/resolver-binding-android-arm-eabi@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-android-arm64;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-android-arm64/-/resolver-binding-android-arm64-1.12.2.tgz;npm install @unrs/resolver-binding-android-arm64@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-darwin-arm64;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-darwin-arm64/-/resolver-binding-darwin-arm64-1.12.2.tgz;npm install @unrs/resolver-binding-darwin-arm64@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-darwin-x64;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-darwin-x64/-/resolver-binding-darwin-x64-1.12.2.tgz;npm install @unrs/resolver-binding-darwin-x64@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-freebsd-x64;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-freebsd-x64/-/resolver-binding-freebsd-x64-1.12.2.tgz;npm install @unrs/resolver-binding-freebsd-x64@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-arm-gnueabihf;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-arm-gnueabihf/-/resolver-binding-linux-arm-gnueabihf-1.12.2.tgz;npm install @unrs/resolver-binding-linux-arm-gnueabihf@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-arm-musleabihf;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-arm-musleabihf/-/resolver-binding-linux-arm-musleabihf-1.12.2.tgz;npm install @unrs/resolver-binding-linux-arm-musleabihf@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-arm64-gnu;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-arm64-gnu/-/resolver-binding-linux-arm64-gnu-1.12.2.tgz;npm install @unrs/resolver-binding-linux-arm64-gnu@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-arm64-musl;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-arm64-musl/-/resolver-binding-linux-arm64-musl-1.12.2.tgz;npm install @unrs/resolver-binding-linux-arm64-musl@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-loong64-gnu;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-loong64-gnu/-/resolver-binding-linux-loong64-gnu-1.12.2.tgz;npm install @unrs/resolver-binding-linux-loong64-gnu@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-loong64-musl;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-loong64-musl/-/resolver-binding-linux-loong64-musl-1.12.2.tgz;npm install @unrs/resolver-binding-linux-loong64-musl@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-ppc64-gnu;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-ppc64-gnu/-/resolver-binding-linux-ppc64-gnu-1.12.2.tgz;npm install @unrs/resolver-binding-linux-ppc64-gnu@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-riscv64-gnu;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-riscv64-gnu/-/resolver-binding-linux-riscv64-gnu-1.12.2.tgz;npm install @unrs/resolver-binding-linux-riscv64-gnu@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-riscv64-musl;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-riscv64-musl/-/resolver-binding-linux-riscv64-musl-1.12.2.tgz;npm install @unrs/resolver-binding-linux-riscv64-musl@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-s390x-gnu;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-s390x-gnu/-/resolver-binding-linux-s390x-gnu-1.12.2.tgz;npm install @unrs/resolver-binding-linux-s390x-gnu@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-x64-gnu;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-x64-gnu/-/resolver-binding-linux-x64-gnu-1.12.2.tgz;npm install @unrs/resolver-binding-linux-x64-gnu@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-x64-musl;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-x64-musl/-/resolver-binding-linux-x64-musl-1.12.2.tgz;npm install @unrs/resolver-binding-linux-x64-musl@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-openharmony-arm64;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-openharmony-arm64/-/resolver-binding-openharmony-arm64-1.12.2.tgz;npm install @unrs/resolver-binding-openharmony-arm64@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-wasm32-wasi;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-wasm32-wasi/-/resolver-binding-wasm32-wasi-1.12.2.tgz;npm install @unrs/resolver-binding-wasm32-wasi@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-win32-arm64-msvc;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-win32-arm64-msvc/-/resolver-binding-win32-arm64-msvc-1.12.2.tgz;npm install @unrs/resolver-binding-win32-arm64-msvc@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-win32-ia32-msvc;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-win32-ia32-msvc/-/resolver-binding-win32-ia32-msvc-1.12.2.tgz;npm install @unrs/resolver-binding-win32-ia32-msvc@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-win32-x64-msvc;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-win32-x64-msvc/-/resolver-binding-win32-x64-msvc-1.12.2.tgz;npm install @unrs/resolver-binding-win32-x64-msvc@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@webassemblyjs/floating-point-hex-parser;1.13.2;1.13.2;https://registry.npmjs.org/@webassemblyjs/floating-point-hex-parser/-/floating-point-hex-parser-1.13.2.tgz;npm install @webassemblyjs/floating-point-hex-parser@1.13.2;@webassemblyjs/helper-numbers;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.14.1;версия не совпадает
@webassemblyjs/helper-api-error;1.13.2;1.13.2;https://registry.npmjs.org/@webassemblyjs/helper-api-error/-/helper-api-error-1.13.2.tgz;npm install @webassemblyjs/helper-api-error@1.13.2;@webassemblyjs/helper-numbers, @webassemblyjs/wasm-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.14.1;версия не совпадает
@webassemblyjs/helper-numbers;1.13.2;1.13.2;https://registry.npmjs.org/@webassemblyjs/helper-numbers/-/helper-numbers-1.13.2.tgz;npm install @webassemblyjs/helper-numbers@1.13.2;@webassemblyjs/ast;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.14.1;версия не совпадает
@webassemblyjs/helper-wasm-bytecode;1.13.2;1.13.2;https://registry.npmjs.org/@webassemblyjs/helper-wasm-bytecode/-/helper-wasm-bytecode-1.13.2.tgz;npm install @webassemblyjs/helper-wasm-bytecode@1.13.2;@webassemblyjs/ast, @webassemblyjs/helper-wasm-section, @webassemblyjs/wasm-edit, @webassemblyjs/wasm-gen, @webassemblyjs/wasm-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.14.1;версия не совпадает
@webassemblyjs/ieee754;1.13.2;1.13.2;https://registry.npmjs.org/@webassemblyjs/ieee754/-/ieee754-1.13.2.tgz;npm install @webassemblyjs/ieee754@1.13.2;@webassemblyjs/wasm-gen, @webassemblyjs/wasm-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.14.1;версия не совпадает
@webassemblyjs/leb128;1.13.2;1.13.2;https://registry.npmjs.org/@webassemblyjs/leb128/-/leb128-1.13.2.tgz;npm install @webassemblyjs/leb128@1.13.2;@webassemblyjs/wasm-gen, @webassemblyjs/wasm-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.14.1;версия не совпадает
@webassemblyjs/utf8;1.13.2;1.13.2;https://registry.npmjs.org/@webassemblyjs/utf8/-/utf8-1.13.2.tgz;npm install @webassemblyjs/utf8@1.13.2;@webassemblyjs/wasm-gen, @webassemblyjs/wasm-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.14.1;версия не совпадает
accepts;2.0.0;2.0.0;https://registry.npmjs.org/accepts/-/accepts-2.0.0.tgz;npm install accepts@2.0.0;express, serve-index;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.3.8;версия не совпадает
adjust-sourcemap-loader;4.0.0;4.0.0;https://registry.npmjs.org/adjust-sourcemap-loader/-/adjust-sourcemap-loader-4.0.0.tgz;npm install adjust-sourcemap-loader@4.0.0;resolve-url-loader;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.0.0;версия не совпадает
adm-zip;0.6.0;0.6.0;https://registry.npmjs.org/adm-zip/-/adm-zip-0.6.0.tgz;npm install adm-zip@0.6.0;@module-federation/dts-plugin;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
ansi-styles;6.2.3;6.2.3;https://registry.npmjs.org/ansi-styles/-/ansi-styles-6.2.3.tgz;npm install ansi-styles@6.2.3;chalk, pretty-format, slice-ansi, wrap-ansi, wrap-ansi-cjs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;7.0.0;версия не совпадает
argparse;1.0.10;1.0.10;https://registry.npmjs.org/argparse/-/argparse-1.0.10.tgz;npm install argparse@1.0.10;js-yaml;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;3.0.1;версия не совпадает
array-flatten;1.1.1;1.1.1;https://registry.npmjs.org/array-flatten/-/array-flatten-1.1.1.tgz;npm install array-flatten@1.1.1;express;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;3.0.0;версия не совпадает
asn1js;3.0.10;3.0.10;https://registry.npmjs.org/asn1js/-/asn1js-3.0.10.tgz;npm install asn1js@3.0.10;@peculiar/asn1-cms, @peculiar/asn1-csr, @peculiar/asn1-ecc, @peculiar/asn1-pfx, @peculiar/asn1-pkcs8, @peculiar/asn1-pkcs9, @peculiar/asn1-rsa, @peculiar/asn1-schema, @peculiar/asn1-x509, @peculiar/asn1-x509-attr, pkijs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
baseline-browser-mapping;2.11.22;2.11.22;https://registry.npmjs.org/baseline-browser-mapping/-/baseline-browser-mapping-2.11.22.tgz;npm install baseline-browser-mapping@2.11.22;browserslist;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.11.20;версия не совпадает
beasties;0.4.3;0.4.3;https://registry.npmjs.org/beasties/-/beasties-0.4.3.tgz;npm install beasties@0.4.3;@angular/build;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
bidi-js;1.1.0;1.1.0;https://registry.npmjs.org/bidi-js/-/bidi-js-1.1.0.tgz;npm install bidi-js@1.1.0;@asamuzakjp/dom-selector;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
big.js;5.2.2;5.2.2;https://registry.npmjs.org/big.js/-/big.js-5.2.2.tgz;npm install big.js@5.2.2;loader-utils;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;7.0.1;версия не совпадает
binary-extensions;2.3.0;2.3.0;https://registry.npmjs.org/binary-extensions/-/binary-extensions-2.3.0.tgz;npm install binary-extensions@2.3.0;is-binary-path;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;3.1.0;версия не совпадает
boolbase;1.0.0;1.0.0;https://registry.npmjs.org/boolbase/-/boolbase-1.0.0.tgz;npm install boolbase@1.0.0;css-select, nth-check;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.0.0;версия не совпадает
browserslist;4.28.9;4.28.9;https://registry.npmjs.org/browserslist/-/browserslist-4.28.9.tgz;npm install browserslist@4.28.9;@angular-devkit/build-angular, @angular/build, @babel/helper-compilation-targets, autoprefixer, core-js-compat, webpack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.28.8;версия не совпадает
bytestreamjs;2.0.1;2.0.1;https://registry.npmjs.org/bytestreamjs/-/bytestreamjs-2.0.1.tgz;npm install bytestreamjs@2.0.1;pkijs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
cacheable;2.5.0;2.5.0;https://registry.npmjs.org/cacheable/-/cacheable-2.5.0.tgz;npm install cacheable@2.5.0;flat-cache;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
callsites;3.1.0;3.1.0;https://registry.npmjs.org/callsites/-/callsites-3.1.0.tgz;npm install callsites@3.1.0;@jest/source-map, parent-module;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.2.0;версия не совпадает
camelcase;5.3.1;5.3.1;https://registry.npmjs.org/camelcase/-/camelcase-5.3.1.tgz;npm install camelcase@5.3.1;@istanbuljs/load-nyc-config, jest-validate;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;9.0.0;версия не совпадает
chalk;5.6.2;5.6.2;https://registry.npmjs.org/chalk/-/chalk-5.6.2.tgz;npm install chalk@5.6.2;@angular-architects/module-federation, @jest/console, @jest/core, @jest/reporters, @jest/snapshot-utils, @jest/transform, @jest/types, @softarc/native-federation, babel-jest, jest-circus, jest-cli, jest-config, jest-diff, jest-each, jest-matcher-utils, jest-message-util, jest-resolve, jest-runner, jest-runtime, jest-snapshot, jest-util, jest-validate, jest-watcher, ora;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;6.0.0;версия не совпадает
char-regex;1.0.2;1.0.2;https://registry.npmjs.org/char-regex/-/char-regex-1.0.2.tgz;npm install char-regex@1.0.2;string-length;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.0.2;версия не совпадает
cjs-module-lexer;1.4.3;1.4.3;https://registry.npmjs.org/cjs-module-lexer/-/cjs-module-lexer-1.4.3.tgz;npm install cjs-module-lexer@1.4.3;@chialab/estransform, jest-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.2.1;версия не совпадает
cli-truncate;6.1.1;6.1.1;https://registry.npmjs.org/cli-truncate/-/cli-truncate-6.1.1.tgz;npm install cli-truncate@6.1.1;listr2;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
color-convert;2.0.1;2.0.1;https://registry.npmjs.org/color-convert/-/color-convert-2.0.1.tgz;npm install color-convert@2.0.1;ansi-styles;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;3.1.3;версия не совпадает
color-name;1.1.4;1.1.4;https://registry.npmjs.org/color-name/-/color-name-1.1.4.tgz;npm install color-name@1.1.4;color-convert;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.1.1;версия не совпадает
commander;11.1.0;11.1.0;https://registry.npmjs.org/commander/-/commander-11.1.0.tgz;npm install commander@11.1.0;@module-federation/cli, terser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;15.0.0;версия не совпадает
content-disposition;1.1.0;1.1.0;https://registry.npmjs.org/content-disposition/-/content-disposition-1.1.0.tgz;npm install content-disposition@1.1.0;express;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;3.0.0;версия не совпадает
content-type;1.0.5;1.0.5;https://registry.npmjs.org/content-type/-/content-type-1.0.5.tgz;npm install content-type@1.0.5;@modelcontextprotocol/sdk, body-parser, express, negotiator, type-is;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;3.0.0;версия не совпадает
convert-source-map;1.9.0;1.9.0;https://registry.npmjs.org/convert-source-map/-/convert-source-map-1.9.0.tgz;npm install convert-source-map@1.9.0;@angular/compiler-cli, @babel/core, @jest/source-map, @jest/transform, resolve-url-loader, v8-to-istanbul;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.0.0;версия не совпадает
